Date,Cattle,Steers,Heifers,Beef cows,Dairy cows,Bulls and stags,Calves,Hogs,Barrows and gilts,Sows,Boars and stags,Sheep and lambs,Lambs and yearlings,Mature sheep,Broilers,Other chickens,Turkeys
Jul-1997,"3,181.3","1,591.1","1,011.8",283.5,231.4,63.5,134.4,"7,311.5","6,992.1",268.8,50.6,306.4,287.5,18.9,"670,043.0",,"26,605.0"
Jun-1997,"3,060.7","1,544.3",998.1,254.3,202.4,61.6,119.1,"7,003.0","6,697.3",259.1,46.6,303.1,286.3,16.8,"639,961.0",,"25,036.0"
May-1997,"3,181.5","1,649.9",973.3,273.9,222.8,61.6,116.4,"7,101.1","6,803.8",248.7,48.6,316.6,297.6,19.0,"667,566.0",,"24,165.0"
Apr-1997,"3,058.4","1,512.3",949.6,289.2,245.8,61.4,129.2,"7,727.1","7,415.0",256.5,55.6,336.3,316.8,19.5,"663,266.0",,"23,580.0"
Mar-1997,"2,858.8","1,368.0",908.4,277.8,248.0,56.6,130.8,"7,582.2","7,292.4",240.0,49.9,397.4,378.2,19.2,"615,572.0",,"21,466.0"
Feb-1997,"2,795.2","1,315.8",912.2,265.8,252.2,49.2,125.7,"6,971.6","6,695.5",226.0,50.1,327.0,310.2,16.8,"593,081.0",,"20,645.0"
Jan-1997,"3,245.2","1,494.4","1,030.9",365.5,302.5,51.8,146.6,"7,754.4","7,447.5",255.2,51.8,303.9,288.2,15.7,"667,884.0",,"22,917.0"
Dec-1996,"2,876.2","1,283.5",887.7,379.6,275.1,50.2,153.0,"7,621.6","7,319.5",255.3,46.8,348.5,327.3,21.2,"595,041.0",,"22,005.0"
Nov-1996,"2,872.4","1,299.2",830.3,410.6,273.0,59.4,144.8,"7,619.5","7,320.7",250.1,48.7,335.9,316.4,19.5,"573,057.0",,"25,884.0"
Oct-1996,"3,151.7","1,390.8",971.1,422.6,295.3,71.9,165.4,"8,591.2","8,252.0",284.2,55.1,377.4,352.7,24.7,"686,141.0",,"28,051.0"
Sep-1996,"2,759.6","1,300.8",827.7,319.8,245.6,65.8,150.5,"7,693.8","7,373.5",266.0,54.3,326.8,304.1,22.7,"606,694.0",,"24,267.0"
Aug-1996,"3,214.3","1,590.8",949.4,343.9,259.6,70.6,157.8,"7,675.5","7,327.3",290.0,58.3,330.0,305.7,24.3,"660,370.0",,"26,774.0"
Jul-1996,"3,149.0","1,602.0",896.6,339.2,246.5,64.7,160.6,"7,340.6","6,978.6",304.4,57.6,326.7,301.4,25.3,"655,381.0",,"26,498.0"
Jun-1996,"3,146.7","1,632.1",906.2,335.0,213.4,60.1,135.5,"6,532.1","6,197.8",280.7,53.6,282.1,257.7,24.4,"599,799.0",,"24,315.0"
May-1996,"3,329.0","1,720.8",935.0,360.0,246.8,66.3,137.3,"7,634.3","7,251.3",320.7,62.3,324.3,296.8,27.5,"663,234.0",,"25,469.0"
Apr-1996,"3,112.9","1,589.4",878.0,330.5,253.3,61.8,131.5,"8,034.9","7,636.8",331.9,66.1,393.2,367.8,25.4,"626,220.0",,"23,036.0"
Mar-1996,"2,903.4","1,434.2",878.8,287.1,248.8,54.5,145.3,"7,699.2","7,336.4",302.9,59.9,413.3,390.9,22.4,"617,555.0",,"22,615.0"
Feb-1996,"2,927.2","1,428.4",877.8,298.8,269.7,52.4,142.5,"7,660.2","7,303.3",298.1,58.8,363.2,342.2,21.0,"618,637.0",,"22,820.0"
Jan-1996,"3,141.1","1,547.0",917.1,339.1,283.6,54.3,144.0,"8,291.5","7,921.4",311.0,59.1,362.7,340.9,21.8,"644,121.0",,"21,557.0"
Dec-1995,"2,827.0","1,408.6",791.7,320.9,256.5,49.4,128.4,"8,067.2","7,711.3",294.6,61.3,371.4,348.3,23.1,"577,239.0",,"21,277.0"
Nov-1995,"2,986.6","1,397.2",880.4,379.1,270.6,59.3,129.0,"8,592.6","8,211.7",312.2,68.6,377.2,352.8,24.4,"596,524.0",,"25,857.0"
Oct-1995,"3,076.2","1,464.9",953.8,340.4,254.5,62.6,128.8,"8,537.2","8,164.9",304.1,68.2,370.7,346.8,23.9,"640,987.0",,"27,357.0"
Sep-1995,"3,098.0","1,577.5",946.5,273.5,239.3,61.3,122.3,"7,920.4","7,544.2",307.6,68.7,359.3,335.4,23.9,"607,716.0",,"24,230.0"
Aug-1995,"3,236.9","1,730.3",936.5,264.3,242.5,63.4,124.5,"8,264.7","7,829.4",353.4,81.9,371.3,345.4,25.9,"665,681.0",,"26,264.0"
Jul-1995,"2,943.6","1,595.5",869.9,221.8,203.0,53.4,114.1,"7,075.6","6,684.8",319.0,71.8,309.9,287.8,22.1,"585,666.0",,"22,927.0"
Jun-1995,"3,256.2","1,779.0",923.3,267.7,223.5,62.7,117.7,"7,903.1","7,482.6",342.8,77.7,360.2,334.0,26.2,"659,734.0",,"25,864.0"
May-1995,"3,136.1","1,703.2",887.0,261.7,223.7,60.4,116.7,"8,194.1","7,807.9",311.0,75.2,369.8,341.2,28.6,"654,542.0",,"23,550.0"
Apr-1995,"2,661.0","1,401.5",764.6,232.1,211.1,51.8,98.3,"7,546.4","7,208.0",269.0,69.4,440.6,420.1,20.5,"564,327.0",,"19,840.0"
Mar-1995,"2,960.7","1,498.0",864.7,270.8,267.6,59.6,120.4,"8,807.0","8,390.4",326.5,90.0,468.1,443.7,24.4,"651,072.0",,"23,343.0"
Feb-1995,"2,586.1","1,285.0",758.8,241.3,248.6,52.4,106.2,"7,326.5","6,966.7",285.8,74.0,375.3,355.8,19.5,"560,504.0",,"19,960.0"
Jan-1995,"2,871.0","1,434.6",819.5,280.3,283.9,52.8,123.9,"8,090.7","7,680.9",333.0,76.8,386.0,363.8,22.2,"607,437.0",,"20,563.0"
Dec-1994,"2,870.8","1,452.1",788.4,308.8,271.4,50.1,123.6,"8,786.1","8,313.3",390.8,81.9,425.6,397.8,27.8,"581,276.0",,"21,728.0"
Nov-1994,"2,808.0","1,366.4",800.5,332.2,257.1,51.8,117.0,"8,734.1","8,271.5",386.6,76.0,406.5,380.4,26.1,"579,933.0",,"25,630.0"
Oct-1994,"2,948.5","1,506.4",853.9,294.1,240.7,53.4,115.6,"8,795.0","8,361.6",362.0,71.4,397.9,371.3,26.6,"601,695.0",,"25,738.0"
Sep-1994,"2,942.4","1,562.3",838.1,241.1,242.5,58.3,109.1,"8,382.1","7,962.3",343.5,76.3,400.2,372.6,27.6,"612,479.0",,"25,353.0"
Aug-1994,"3,060.6","1,687.0",820.6,242.7,246.5,63.8,107.9,"8,191.2","7,745.2",367.2,78.8,400.4,372.1,28.3,"662,530.0",,"28,007.0"
Jul-1994,"2,821.6","1,587.2",775.1,203.4,206.2,49.7,95.4,"7,100.7","6,700.8",324.7,75.2,317.8,294.2,23.6,"570,384.0",,"22,991.0"
Jun-1994,"3,037.7","1,704.8",844.8,222.8,210.5,54.8,100.7,"7,628.6","7,202.3",339.4,86.9,392.0,365.0,27.0,"628,900.0",,"25,306.0"
May-1994,"2,834.2","1,576.2",759.3,227.4,216.1,55.1,92.6,"7,555.6","7,188.7",294.6,72.3,435.2,406.5,28.7,"587,404.0",,"22,716.0"
Apr-1994,"2,711.1","1,447.3",751.8,227.7,230.0,54.4,94.3,"7,780.9","7,414.4",286.3,80.2,419.6,395.3,24.3,"567,983.0",,"20,815.0"
Mar-1994,"2,859.6","1,435.7",830.0,254.4,282.1,57.5,114.0,"8,326.9","7,903.4",333.2,90.3,530.2,505.6,24.6,"599,941.0",,"22,406.0"
Feb-1994,"2,558.9","1,299.0",743.4,216.2,254.2,46.0,96.0,"6,949.4","6,596.8",280.5,72.1,418.7,399.9,18.8,"521,846.0",,"19,187.0"
Jan-1994,"2,743.0","1,402.0",784.3,247.5,261.8,47.4,101.9,"7,465.9","7,099.0",302.9,64.1,394.3,374.0,20.3,"557,199.0",,"19,036.0"
Dec-1993,"2,775.1","1,411.0",767.5,276.2,268.9,51.5,106.1,"8,396.5","7,992.3",335.3,68.9,442.6,414.2,28.4,"557,400.0",,"20,882.0"
Nov-1993,"2,697.6","1,314.8",759.7,301.4,265.3,56.5,104.9,"8,138.7","7,755.4",317.5,65.8,418.3,390.4,27.9,"536,850.0",,"26,264.0"
Oct-1993,"2,797.6","1,401.7",804.7,277.0,254.5,59.7,97.3,"8,038.3","7,653.6",313.2,71.5,406.3,378.8,27.5,"553,628.0",,"25,858.0"
Sep-1993,"2,869.3","1,475.7",816.3,256.2,260.4,60.7,97.4,"7,946.7","7,522.7",345.6,78.4,425.9,396.8,29.1,"579,618.0",,"25,432.0"
Aug-1993,"2,941.5","1,564.2",820.0,246.8,248.0,62.4,98.3,"7,652.4","7,231.8",345.7,74.9,432.6,404.6,28.0,"590,586.0",,"25,113.0"
Jul-1993,"2,864.8","1,493.9",843.9,235.0,233.6,58.4,93.1,"7,177.8","6,782.6",324.6,70.7,408.9,384.8,24.1,"561,550.0",,"24,396.0"
Jun-1993,"3,013.3","1,610.5",868.3,245.1,228.8,60.6,93.8,"7,509.9","7,101.1",330.3,78.5,478.5,451.3,27.2,"595,360.0",,"25,419.0"
May-1993,"2,774.4","1,504.4",765.6,232.2,219.3,52.9,84.5,"7,147.1","6,793.1",280.5,73.4,410.9,385.8,25.1,"535,353.0",,"21,239.0"
Apr-1993,"2,681.1","1,409.0",720.6,240.6,258.7,52.2,98.1,"8,003.5","7,622.5",299.1,81.9,482.0,456.2,25.8,"557,469.0",,"21,714.0"
Mar-1993,"2,775.3","1,435.9",746.8,249.4,291.5,51.8,118.5,"8,139.2","7,743.2",316.8,79.2,488.8,467.8,21.0,"573,434.0",,"21,825.0"
Feb-1993,"2,466.5","1,263.9",690.1,217.7,248.3,46.4,98.8,"7,087.5","6,749.4",272.8,65.3,394.7,375.3,19.4,"499,260.0",,"18,320.0"
Jan-1993,"2,667.7","1,331.5",753.2,248.3,285.4,49.3,103.9,"7,830.1","7,441.6",314.6,73.9,392.7,372.2,20.5,"540,505.0",,"19,794.0"
Dec-1992,"2,703.1","1,381.8",709.7,279.8,281.1,50.6,124.0,"8,360.1","7,934.3",353.2,72.6,477.5,453.6,23.9,"548,243.0",,"22,608.0"
Nov-1992,"2,559.7","1,271.0",706.6,277.1,253.9,51.2,112.7,"7,985.9","7,603.0",318.5,64.4,430.1,405.1,25.0,"483,519.0",,"24,911.0"
Oct-1992,"2,863.6","1,432.9",801.9,301.7,263.7,63.5,114.4,"8,792.4","8,369.2",346.7,76.5,469.8,440.7,29.1,"553,063.0",,"27,091.0"
Sep-1992,"2,811.3","1,458.3",808.8,237.5,245.6,61.2,110.3,"8,419.9","7,993.1",352.7,74.1,489.6,460.4,29.2,"547,711.0",,"25,229.0"
Aug-1992,"2,782.2","1,494.2",801.6,210.0,216.9,59.4,109.9,"7,682.7","7,268.4",343.6,70.6,418.6,393.5,25.1,"544,959.0",,"24,567.0"
Jul-1992,"2,860.3","1,571.1",796.6,211.1,223.7,57.9,108.8,"7,643.4","7,174.7",386.6,82.1,443.4,415.3,28.1,"571,272.0",,"26,540.0"
Jun-1992,"2,924.3","1,614.3",800.7,231.7,219.6,58.0,107.6,"7,347.1","6,905.3",366.8,74.9,436.1,405.9,30.2,"556,340.0",,"25,086.0"
May-1992,"2,746.2","1,473.6",772.4,235.5,209.9,54.9,105.7,"7,063.1","6,688.1",304.2,70.9,388.2,362.2,26.0,"527,918.0",,"21,707.0"
Apr-1992,"2,587.2","1,364.0",713.4,218.5,240.2,51.1,110.8,"7,792.0","7,395.1",320.0,76.9,526.1,495.8,30.3,"526,628.0",,"22,454.0"
Mar-1992,"2,667.5","1,370.2",759.1,225.6,260.5,52.1,122.5,"8,124.2","7,742.2",310.8,71.2,496.3,470.5,25.8,"537,797.0",,"20,953.0"
Feb-1992,"2,440.4","1,254.9",690.3,200.8,248.8,45.6,113.2,"7,332.2","6,966.5",298.8,66.9,437.0,415.3,21.7,"485,153.0",,"19,463.0"
Jan-1992,"2,927.9","1,449.3",877.9,252.6,299.0,49.0,131.1,"8,345.5","7,926.5",349.9,69.1,483.7,458.9,24.8,"542,435.0",,"20,795.0"
Dec-1991,"2,562.0","1,298.8",699.5,261.3,258.2,44.2,133.7,"7,925.3","7,530.5",334.2,60.7,488.3,459.2,29.1,"493,852.0",,"20,357.0"
Nov-1991,"2,578.4","1,262.5",736.1,273.5,258.0,48.3,128.4,"7,943.1","7,561.5",324.1,57.4,466.6,435.4,31.2,"464,121.0",,"24,815.0"
Oct-1991,"2,932.2","1,464.5",882.3,251.6,273.2,60.6,130.6,"8,498.2","8,091.3",342.3,64.6,522.3,485.8,36.5,"560,063.0",,"28,225.0"
Sep-1991,"2,702.9","1,386.6",851.5,184.7,228.8,51.3,119.0,"7,361.3","6,991.0",310.8,59.5,477.0,443.5,33.5,"497,366.0",,"24,755.0"
Aug-1991,"2,905.1","1,542.1",893.0,188.0,226.8,55.2,111.9,"7,278.6","6,865.3",345.6,67.7,458.0,428.7,29.3,"552,217.0",,"25,768.0"
Jul-1991,"2,844.5","1,515.4",863.3,194.1,220.7,51.1,110.5,"6,736.0","6,320.0",349.3,66.8,449.7,419.4,30.3,"548,787.0",,"24,568.0"
Jun-1991,"2,708.9","1,444.2",812.8,201.4,199.4,51.1,92.3,"6,296.1","5,930.6",301.8,63.6,406.5,378.2,28.3,"494,829.0",,"22,767.0"
May-1991,"2,850.8","1,490.7",849.4,232.3,222.1,56.3,104.8,"7,128.6","6,768.5",294.5,65.7,461.2,431.0,30.2,"545,419.0",,"23,730.0"
Apr-1991,"2,742.0","1,438.7",791.6,225.6,233.8,52.3,107.3,"7,496.5","7,147.3",280.6,68.6,456.6,428.3,28.3,"526,076.0",,"22,131.0"
Mar-1991,"2,508.6","1,248.3",741.0,215.5,255.6,48.2,121.7,"7,215.6","6,880.6",268.4,66.6,565.2,541.4,23.8,"476,689.0",,"19,944.0"
Feb-1991,"2,470.6","1,219.1",742.7,213.4,248.2,47.2,123.1,"6,637.4","6,312.2",261.6,63.6,461.6,440.0,21.6,"463,590.0",,"19,047.0"
Jan-1991,"2,883.4","1,416.4",859.2,270.0,287.4,50.3,153.1,"7,652.3","7,271.8",313.8,66.7,507.9,485.3,22.6,"517,268.0",,"20,729.0"
Dec-1990,"2,453.3","1,227.6",694.8,263.9,221.6,45.4,139.9,"7,354.6","7,003.3",296.7,54.6,464.8,437.9,26.9,"446,035.0",,"19,167.0"
Nov-1990,"2,701.0","1,302.2",787.0,316.2,243.1,52.5,153.2,"7,532.1","7,152.1",317.3,62.6,480.8,453.9,26.9,"484,210.0",,"26,061.0"
Oct-1990,"2,963.2","1,401.6",919.9,328.6,252.4,60.8,162.6,"7,757.0","7,350.9",339.2,66.8,508.4,477.3,31.1,"545,288.0",,"28,494.0"
Sep-1990,"2,616.0","1,275.5",842.4,236.7,207.0,54.3,136.4,"6,889.4","6,509.9",313.9,65.6,439.6,411.5,28.1,"449,691.0",,"23,278.0"
Aug-1990,"2,984.0","1,508.4",926.5,256.7,229.1,63.4,150.9,"7,302.8","6,847.8",378.0,77.0,482.4,451.1,31.3,"541,869.0",,"27,205.0"
Jul-1990,"2,861.4","1,455.4",910.8,249.7,192.4,53.2,142.7,"6,153.3","5,745.0",338.3,69.9,447.9,417.7,30.2,"491,313.0",,"24,150.0"
Jun-1990,"2,936.2","1,519.6",913.7,260.6,187.0,55.2,134.9,"6,320.9","5,908.0",338.0,75.0,440.3,410.3,30.0,"489,606.0",,"23,173.0"
May-1990,"2,993.4","1,548.8",896.1,269.6,220.4,58.4,140.6,"6,980.5","6,581.1",321.3,78.0,478.7,445.8,32.9,"512,594.0",,"22,896.0"
Apr-1990,"2,618.6","1,349.4",770.1,235.1,213.6,50.3,130.9,"6,961.6","6,618.9",275.0,67.7,487.2,459.0,28.2,"468,255.0",,"19,561.0"
Mar-1990,"2,761.3","1,397.2",831.4,227.9,253.5,51.3,169.4,"7,454.8","7,090.2",290.9,73.7,492.9,469.3,23.6,"484,502.0",,"20,643.0"
Feb-1990,"2,501.1","1,240.1",769.1,213.6,232.1,46.2,148.1,"6,810.1","6,495.0",255.6,59.5,441.1,420.6,20.5,"431,817.0",,"17,457.0"
Jan-1990,"2,853.0","1,362.0",829.3,317.5,288.8,55.5,179.7,"7,618.5","7,204.7",339.9,73.9,489.6,466.1,23.5,"496,160.0",,"19,099.0"
Dec-1989,"2,679.6","1,283.2",789.4,320.5,238.1,48.4,172.3,"7,233.0","6,836.9",338.4,57.8,469.3,447.8,21.5,"467,175.0",,"19,495.0"
Nov-1989,"2,784.6","1,298.0",815.7,349.4,261.6,60.0,182.3,"8,039.3","7,610.3",363.1,65.8,480.7,453.9,26.8,"447,309.0",,"25,053.0"
Oct-1989,"2,964.1","1,372.8",931.7,337.0,258.7,63.9,198.4,"8,032.1","7,600.9",367.6,63.7,483.9,449.8,34.1,"469,005.0",,"25,026.0"
Sep-1989,"2,773.8","1,353.3",874.2,252.1,236.8,57.4,179.2,"7,678.3","7,239.7",374.0,64.6,456.0,424.9,31.1,"452,721.0",,"23,576.0"
Aug-1989,"3,047.0","1,492.3",972.0,260.1,259.1,63.5,194.7,"7,587.5","7,080.5",430.1,77.0,494.4,455.9,38.5,"517,485.0",,"26,792.0"
Jul-1989,"2,794.1","1,384.7",902.8,239.5,212.9,54.2,174.2,"6,301.3","5,860.4",374.1,66.8,414.7,383.5,31.2,"441,554.0",,"22,069.0"
Jun-1989,"3,024.4","1,505.3",952.2,286.0,222.4,58.4,167.2,"7,080.9","6,613.7",387.9,79.2,437.3,405.2,32.1,"485,333.0",,"23,587.0"
May-1989,"3,025.3","1,521.6",907.4,306.9,233.0,56.5,163.2,"7,480.3","7,052.7",352.6,75.0,447.7,410.6,37.1,"486,634.0",,"21,839.0"
Apr-1989,"2,644.0","1,336.3",762.7,262.8,229.9,52.4,157.5,"7,382.7","7,020.8",297.4,64.6,409.1,382.0,27.1,"421,828.0",,"16,411.0"
Mar-1989,"2,818.7","1,397.1",839.2,253.7,278.4,50.3,200.0,"7,763.0","7,366.1",325.1,71.8,519.6,492.9,26.7,"465,938.0",,"18,422.0"
Feb-1989,"2,568.0","1,261.5",807.3,207.5,249.6,42.1,180.7,"6,796.8","6,463.0",277.3,56.5,424.5,405.1,19.4,"404,658.0",,"14,888.0"
Jan-1989,"2,793.5","1,329.4",852.1,273.0,287.5,51.5,202.6,"7,316.2","6,909.0",340.3,66.8,427.7,408.3,19.4,"439,673.0",,"14,576.0"
Dec-1988,"2,773.9","1,354.6",816.0,282.0,272.7,48.5,210.6,"7,945.5","7,542.2",339.4,64.0,459.7,438.1,21.6,"422,229.0",,"16,197.0"
Nov-1988,"2,799.8","1,318.1",826.9,326.8,273.9,54.0,209.9,"8,138.0","7,721.3",355.0,61.7,431.9,405.0,26.9,"415,678.0",,"21,963.0"
Oct-1988,"2,965.7","1,368.5",964.9,320.3,253.1,58.9,206.2,"8,096.2","7,668.1",359.3,68.8,452.1,422.1,30.0,"433,998.0",,"23,271.0"
Sep-1988,"3,010.0","1,436.6",993.4,269.4,252.0,58.6,214.9,"7,719.4","7,238.9",389.4,91.2,469.0,441.0,28.0,"440,987.0",,"22,101.0"
Aug-1988,"3,207.0","1,567.5","1,039.2",282.7,259.0,58.6,234.5,"7,292.4","6,800.5",421.0,70.9,461.5,434.4,27.1,"470,593.0",,"23,760.0"
Jul-1988,"2,982.7","1,493.5",927.3,270.7,241.9,49.4,215.1,"6,366.0","5,928.5",371.7,65.7,405.0,379.9,25.1,"404,976.0",,"19,887.0"
Jun-1988,"3,067.7","1,548.9",913.2,318.8,229.3,57.6,211.8,"6,902.2","6,451.0",380.3,70.9,427.7,399.7,28.0,"449,229.0",,"22,744.0"
May-1988,"2,908.5","1,508.9",849.8,287.7,206.6,55.5,179.1,"6,884.0","6,526.1",293.3,64.6,427.4,399.6,27.8,"437,418.0",,"20,387.0"
Apr-1988,"2,782.8","1,447.6",822.3,241.6,220.0,51.4,176.6,"7,091.2","6,758.6",268.1,64.5,404.6,378.6,26.0,"416,787.0",,"16,849.0"
Mar-1988,"2,896.2","1,434.9",893.9,255.4,257.4,54.6,223.1,"7,692.2","7,315.0",306.5,70.7,548.1,524.6,23.5,"445,895.0",,"19,345.0"
Feb-1988,"2,758.5","1,400.6",815.4,247.1,247.1,48.4,210.2,"6,686.9","6,332.0",293.4,61.6,416.7,396.3,20.4,"410,645.0",,"16,102.0"
Jan-1988,"2,926.1","1,464.0",891.5,270.3,251.8,48.5,213.8,"6,980.6","6,633.8",290.4,56.4,389.3,370.8,18.5,"410,271.0",,"14,828.0"
Dec-1987,"2,898.7","1,425.0",867.6,305.1,250.1,50.9,252.0,"7,813.1","7,460.7",296.8,55.6,451.0,428.4,22.6,"419,496.0",,"17,403.0"
Nov-1987,"2,750.9","1,312.9",817.0,336.6,233.4,51.1,221.9,"7,320.7","6,979.4",285.8,55.5,411.6,389.9,21.7,"376,553.0",,"22,515.0"
Oct-1987,"3,131.4","1,511.7",962.1,337.6,255.8,64.2,245.7,"7,700.3","7,336.8",305.2,58.4,460.2,434.4,25.8,"434,790.0",,"24,857.0"
Sep-1987,"3,068.2","1,423.4","1,054.3",289.6,237.0,63.9,240.0,"7,027.4","6,638.9",327.0,61.5,474.4,449.6,24.8,"441,131.0",,"23,989.0"
Aug-1987,"3,055.9","1,491.9",958.4,285.9,262.2,57.6,212.5,"6,179.9","5,784.6",334.7,60.6,415.9,393.0,22.9,"420,180.0",,"22,769.0"
Jul-1987,"3,099.0","1,562.4",915.6,315.2,246.1,59.7,231.2,"6,188.5","5,777.3",347.5,63.7,426.0,400.1,25.9,"440,309.0",,"23,178.0"
Jun-1987,"3,035.0","1,527.3",900.7,322.6,224.7,59.8,225.0,"6,160.5","5,771.5",325.2,63.8,420.3,393.5,26.8,"441,996.0",,"21,592.0"
May-1987,"2,871.9","1,438.1",852.2,316.1,205.6,59.9,200.2,"6,083.7","5,771.4",252.7,59.6,373.5,347.8,25.7,"402,939.0",,"17,440.0"
Apr-1987,"2,971.1","1,522.3",855.6,301.7,232.5,58.9,225.8,"6,667.2","6,334.5",268.0,64.7,496.4,470.4,26.0,"406,872.0",,"16,378.0"
Mar-1987,"2,904.4","1,413.5",892.5,273.3,268.1,56.9,263.0,"6,967.1","6,654.0",255.6,57.5,442.6,421.1,21.5,"413,332.0",,"15,134.0"
Feb-1987,"2,659.4","1,282.9",823.6,245.8,256.2,50.8,236.6,"6,054.7","5,760.5",239.7,54.5,399.6,381.2,18.4,"370,774.0",,"12,974.0"
Jan-1987,"3,201.0","1,531.0","1,006.8",324.9,283.3,55.0,260.8,"6,917.8","6,593.7",266.5,57.6,428.1,410.7,17.4,"404,046.0",,"12,832.0"
Dec-1986,"3,075.6","1,399.7",874.5,425.2,320.8,55.4,288.9,"6,796.0","6,386.7",346.1,63.2,454.3,431.7,22.6,"409,746.0",,"15,284.0"
Nov-1986,"2,819.1","1,290.6",792.5,399.9,279.5,56.5,255.6,"6,254.8","5,925.8",276.4,52.6,412.8,392.2,20.6,"340,736.0",,"19,081.0"
Oct-1986,"3,285.4","1,585.5",931.5,397.7,305.3,65.4,295.3,"7,279.1","6,911.2",304.2,63.7,510.5,481.6,28.9,"408,226.0",,"22,467.0"
Sep-1986,"3,128.0","1,498.0",957.5,332.6,275.6,64.2,281.2,"6,503.5","6,118.8",316.8,67.9,510.8,484.0,26.8,"399,286.0",,"21,046.0"
Aug-1986,"3,202.6","1,496.6","1,008.9",315.0,320.1,62.0,278.3,"5,972.0","5,574.5",328.5,69.0,443.6,417.6,26.0,"393,927.0",,"19,762.0"
Jul-1986,"3,321.9","1,555.2","1,003.8",361.8,336.0,65.1,299.6,"6,097.8","5,671.3",353.4,73.2,449.5,422.5,27.0,"402,536.0",,"19,680.0"
Jun-1986,"3,122.9","1,519.7",920.1,332.2,288.8,62.1,257.2,"6,075.5","5,698.2",311.3,66.0,419.5,391.6,27.9,"391,891.0",,"17,254.0"
May-1986,"3,234.3","1,505.0",971.3,349.0,343.8,65.2,276.0,"6,888.4","6,526.6",296.0,65.8,431.6,396.4,35.2,"398,816.0",,"15,173.0"
Apr-1986,"3,214.3","1,542.8",926.1,275.1,416.3,54.0,302.8,"7,352.4","6,999.1",288.6,64.7,492.5,458.4,34.1,"398,532.0",,"12,929.0"
Mar-1986,"2,838.8","1,339.0",870.7,305.2,267.7,56.2,293.5,"6,856.7","6,515.0",280.0,61.8,540.4,515.7,24.7,"360,110.0",,"12,449.0"
Feb-1986,"2,714.7","1,269.5",850.9,291.9,254.5,47.8,271.8,"6,336.9","5,992.2",287.1,57.6,451.6,430.1,21.5,"349,477.0",,"10,687.0"
Jan-1986,"3,330.7","1,514.6",988.6,441.8,324.3,61.3,307.8,"7,185.0","6,764.3",352.6,68.1,518.0,492.5,25.5,"389,497.0",,"11,044.0"
Dec-1985,,"1,294.4",,371.7,371.7,,,,,,,,,,"352,589.0",,"13,004.0"
Nov-1985,,"1,237.7",,355.1,355.1,,,,,,,,,,"325,845.0",,"17,682.0"
Oct-1985,,"1,407.9",,368.3,368.3,,,,,,,,,,"406,356.0",,"20,831.0"
Sep-1985,,"1,397.0",,280.4,280.4,,,,,,,,,,"354,690.0",,"18,138.0"
Aug-1985,,"1,518.8",,284.1,285.1,,,,,,,,,,"398,826.0",,"18,590.0"
Jul-1985,,"1,523.3",,280.3,281.3,,,,,,,,,,"399,428.0",,"17,273.0"
Jun-1985,,"1,438.7",,253.6,254.6,,,"6,394.0","5,991.4",329.5,73.1,,,,"361,451.0",,"15,204.0"
May-1985,,"1,552.5",,283.9,283.9,,,"7,566.0","7,162.2",326.7,77.1,,,,"396,518.0",,"13,619.0"
Apr-1985,,"1,377.1",,276.4,277.4,,,"7,382.6","7,016.4",291.1,75.1,,,,"387,763.0",,"11,168.0"
Mar-1985,,"1,349.1",,283.9,285.0,,,"7,133.6","6,766.2",289.2,78.2,,,,"355,018.0",,"11,231.0"
Feb-1985,,"1,290.6",,288.9,288.9,,,"6,396.0","6,040.6",287.4,68.0,,,,"325,431.0",,"9,167.0"
Jan-1985,,"1,522.2",,366.0,366.0,,,"7,341.6","6,919.5",350.9,71.2,,,,"375,131.0",,"9,257.0"
Dec-1984,,"1,253.8",,366.9,368.0,,,,,,,,501.5,28.9,"325,586.0",,"11,416.0"
Nov-1984,,"1,351.3",,397.1,398.1,,,,,,,,504.5,36.1,"332,157.0",,"16,726.0"
Oct-1984,,"1,510.7",,422.0,422.0,,,,,,,,554.2,53.8,"393,852.0",,"20,182.0"
Sep-1984,,"1,377.9",,350.8,350.8,,,,,,,,501.9,45.7,"338,237.0",,"16,458.0"
Aug-1984,,"1,531.4",,392.7,393.7,,,,,,,,529.0,54.1,"402,868.0",,"18,235.0"
Jul-1984,,"1,441.6",,340.2,340.2,,,,,,,,482.1,46.6,"366,170.0",,"15,697.0"
Jun-1984,,"1,569.5",,334.2,334.2,,,,,,,,462.7,53.7,"367,532.0",,"14,424.0"
May-1984,,"1,629.4",,351.1,351.1,,,,,,,,510.7,62.7,"387,890.0",,"12,975.0"
Apr-1984,,"1,400.2",,313.9,313.9,,,,,,,,570.0,45.8,"342,948.0",,"10,470.0"
Mar-1984,,"1,513.0",,323.0,323.0,,,,,,,,562.6,37.9,"351,345.0",,"10,002.0"
Feb-1984,,"1,432.0",,329.0,330.0,,,,,,,,530.6,30.7,"323,502.0",,"8,898.0"
Jan-1984,,"1,465.5",,387.6,387.6,,,,,,,,517.4,35.9,"340,241.0",,"8,136.0"
Dec-1983,,"1,482.4",,385.3,386.4,,,,,,,,514.3,37.0,"313,208.0",,"11,329.0"
Nov-1983,,"1,377.6",,378.1,378.1,,,,,,,,487.8,40.4,"309,773.0",,"17,931.0"
Oct-1983,,"1,451.1",,382.9,382.9,,,,,,,,553.0,47.6,"341,530.0",,"18,102.0"
