Date,Cattle,Steers,Heifers,Beef cows,Dairy cows,Bulls and stags,Calves,Hogs,Barrows and gilts,Sows,Boars and stags,Sheep and lambs,Lambs and yearlings,Mature sheep,Broilers,Other chickens,Turkeys
Sep-1983,,"1,508.5",,349.5,350.5,,,,,,,,561.0,56.0,"349,947.0",,"17,444.0"
Aug-1983,,"1,611.5",,334.7,334.7,,,,,,,,561.5,46.8,"380,313.0",,"18,396.0"
Jul-1983,,"1,402.5",,269.1,269.1,,,,,,,,475.0,39.3,"332,128.0",,"14,927.0"
Jun-1983,,"1,523.2",,297.2,298.2,,,,,,,,477.9,47.6,"373,732.0",,"15,201.0"
May-1983,,"1,472.2",,283.1,284.1,,,,,,,,479.1,47.7,"364,275.0",,"12,062.0"
Apr-1983,,"1,392.9",,265.6,266.6,,,,,,,,484.4,39.1,"345,740.0",,"10,563.0"
Mar-1983,,"1,488.5",,272.9,274.0,,,,,,,,599.6,33.9,"368,250.0",,"11,979.0"
Feb-1983,,"1,345.6",,252.9,252.9,,,,,,,,439.8,28.7,"313,680.0",,"8,477.0"
Jan-1983,,"1,428.8",,323.7,324.7,,,,,,,,493.0,28.7,"340,252.0",,"8,532.0"
Dec-1982,,"1,371.8",,363.3,364.4,,,,,,,,506.8,44.2,"324,325.0",,"11,725.0"
Nov-1982,,"1,331.2",,360.2,361.2,,,,,,,,515.8,41.2,"312,009.0",,"18,546.0"
Oct-1982,,"1,430.7",,347.4,347.4,,,,,,,,532.1,41.2,"336,440.0",,"17,758.0"
Sep-1982,,"1,485.8",,306.8,306.8,,,,,,,,552.6,42.4,"351,952.0",,"17,799.0"
Aug-1982,,"1,465.2",,302.6,303.6,,,,,,,,489.6,43.4,"360,424.0",,"17,879.0"
Jul-1982,,"1,372.2",,283.7,283.7,,,,,,,,457.6,42.4,"352,584.0",,"15,310.0"
Jun-1982,,"1,525.0",,290.1,291.1,,,,,,,,479.7,45.3,"367,476.0",,"14,306.0"
May-1982,,"1,420.5",,272.1,272.1,,,,,,,,423.8,40.2,"338,337.0",,"10,888.0"
Apr-1982,,"1,444.1",,279.5,279.5,,,,,,,,504.0,45.4,"341,112.0",,"9,767.0"
Mar-1982,,"1,533.9",,292.7,293.8,,,,,,,,552.4,29.6,"357,859.0",,"10,693.0"
Feb-1982,,"1,411.2",,279.0,279.0,,,,,,,,474.5,25.5,"310,082.0",,"7,804.0"
Jan-1982,,"1,486.0",,297.0,297.0,,,,,,,,494.5,25.5,"315,510.0",,"7,885.0"
Dec-1981,,"1,498.0",812.6,321.6,321.6,58.6,,,"7,730.0",461.0,90.9,,507.6,27.7,"327,883.0",,"12,684.0"
Nov-1981,,"1,364.3",829.1,300.6,301.7,58.8,,,"7,140.8",379.6,80.1,,459.3,30.9,"291,510.0",,"17,566.0"
Oct-1981,,"1,479.4",944.3,316.9,316.9,68.1,,,"7,663.4",396.2,83.8,,533.0,41.2,"349,356.0",,"18,557.0"
Sep-1981,,"1,426.0",935.0,293.3,294.3,75.4,,,"7,093.6",426.3,91.5,,524.8,44.9,"349,618.0",,"18,251.0"
Aug-1981,,"1,414.1",912.5,267.8,268.9,70.9,,,"6,349.0",416.6,88.5,,447.6,43.0,"345,646.0",,"17,597.0"
Jul-1981,,"1,453.5",859.7,267.2,268.3,71.8,,,"6,281.5",434.4,95.8,,419.1,40.8,"365,542.0",,"17,019.0"
Jun-1981,,"1,528.8",814.3,258.0,259.1,68.7,,,"6,458.2",412.0,99.1,,412.4,46.9,"366,236.0",,"15,310.0"
May-1981,,"1,459.0",741.8,244.4,245.5,64.8,,,"6,851.6",358.5,88.6,,399.6,42.6,"349,318.0",,"11,940.0"
Apr-1981,,"1,427.8",797.8,259.1,260.2,66.4,,,"7,854.2",375.0,96.9,,504.0,33.6,"353,350.0",,"10,390.0"
Mar-1981,,"1,568.9",787.9,251.9,251.9,61.1,,,"7,882.8",375.3,93.0,,479.3,25.8,"346,307.0",,"9,652.0"
Feb-1981,,"1,366.3",764.8,237.8,237.8,52.5,,,"6,761.1",352.8,81.7,,419.9,19.6,"298,083.0",,"8,252.0"
Jan-1981,,"1,521.6",827.6,299.1,299.1,57.9,,,"7,624.3",416.6,90.0,,484.8,19.6,"333,030.0",,"9,029.0"
Dec-1980,,"1,405.9",839.2,312.7,312.7,58.0,,,"7,647.3",463.3,89.5,,456.3,30.1,"320,965.0",,"12,225.0"
Nov-1980,,"1,297.2",741.1,304.2,305.3,57.2,,,"7,180.1",436.4,86.9,,400.6,31.2,"276,245.0",,"16,039.0"
Oct-1980,,"1,532.9",950.1,332.4,332.4,71.8,,,"8,181.0",461.6,94.6,,490.6,42.9,"339,715.0",,"18,245.0"
Sep-1980,,"1,422.9",874.6,279.8,279.8,68.3,,,"7,343.4",470.3,94.7,,447.6,40.9,"327,390.0",,"16,707.0"
Aug-1980,,"1,342.2",903.1,269.9,269.9,66.9,,,"6,441.8",487.7,100.0,,406.0,42.0,"330,650.0",,"15,779.0"
Jul-1980,,"1,442.7",821.5,254.3,254.3,64.9,,,"6,594.2",524.5,101.4,,397.4,42.9,"339,826.0",,"16,927.0"
Jun-1980,,"1,410.5",769.0,227.9,229.0,61.8,,,"7,035.7",487.7,94.2,,371.7,44.8,"340,847.0",,"14,479.0"
May-1980,,"1,478.4",786.3,228.4,229.5,57.4,,,"7,981.8",454.6,99.3,,434.1,35.1,"348,032.0",,"12,694.0"
Apr-1980,,"1,466.2",733.4,229.8,229.8,55.6,,,"8,378.4",409.8,97.7,,452.2,33.3,"347,917.0",,"10,062.0"
Mar-1980,,"1,392.9",691.1,217.2,217.2,52.4,,,"7,742.5",375.1,90.9,,460.3,24.8,"321,520.0",,"9,327.0"
Feb-1980,,"1,418.8",715.4,230.0,230.0,52.2,,,"7,163.1",361.7,82.6,,411.1,20.6,"304,616.0",,"7,544.0"
Jan-1980,,"1,544.8",769.9,278.0,278.0,57.7,,,"7,872.5",463.0,84.9,,441.1,21.7,"331,238.0",,"9,027.0"
Dec-1979,,"1,357.5",714.2,265.3,265.3,50.5,,,"7,033.6",520.4,82.3,,378.0,24.9,"276,841.0",,"10,581.0"
Nov-1979,,"1,353.3",814.8,287.1,288.1,55.0,,,"7,853.7",553.2,92.4,,376.0,27.2,"283,723.0",,"16,939.0"
Oct-1979,,"1,496.0",928.6,275.3,275.3,63.2,,,"8,478.1",528.2,94.8,,439.0,35.4,"356,311.0",,"18,992.0"
Sep-1979,,"1,285.1",782.3,214.5,214.5,54.4,,,"6,598.7",439.1,79.1,,395.5,32.4,"298,215.0",,"15,457.0"
Aug-1979,,"1,558.2",939.5,239.6,239.6,57.3,,,"7,332.8",539.4,90.4,,400.0,33.4,"366,235.0",,"18,252.0"
Jul-1979,,"1,377.1",801.3,215.8,215.8,52.4,,,"6,457.0",465.9,80.1,,370.2,30.2,"344,163.0",,"15,134.0"
Jun-1979,,"1,468.6",765.5,217.2,217.2,50.0,,,"6,512.6",356.7,74.9,,350.3,35.4,"334,845.0",,"13,494.0"
May-1979,,"1,484.7",774.3,240.7,240.7,52.2,,,"7,144.9",340.4,74.7,,393.4,41.3,"360,006.0",,"10,833.0"
Apr-1979,,"1,334.8",699.1,227.0,227.0,45.0,,,"6,854.4",310.8,70.7,,415.1,29.3,"315,707.0",,"8,090.0"
Mar-1979,,"1,498.0",799.1,253.2,253.2,49.1,,,"6,995.4",325.5,77.0,,422.6,21.6,"321,418.0",,"6,789.0"
Feb-1979,,"1,445.7",774.3,235.3,235.3,46.0,,,"5,597.8",291.4,57.5,,345.6,18.5,"268,597.0",,"5,282.0"
Jan-1979,,"1,717.8",948.2,293.2,294.3,53.5,,,"6,310.0",332.0,53.4,,385.4,16.4,"317,262.0",,"6,269.0"
Dec-1978,,"1,499.6",888.2,302.2,302.2,54.8,,,"6,008.3",364.9,61.2,,389.3,21.8,"269,579.0",,"9,777.0"
Nov-1978,,"1,519.6",990.6,345.3,346.4,66.9,,,"6,606.7",373.1,61.7,,406.2,24.0,"274,510.0",,"15,739.0"
Oct-1978,,"1,536.7","1,080.4",358.0,358.0,75.0,,,"6,423.3",354.7,62.4,,446.6,29.1,"309,829.0",,"17,063.0"
Sep-1978,,"1,441.7","1,064.8",324.8,324.8,67.1,,,"6,046.3",333.3,61.3,,425.4,29.2,"293,385.0",,"15,461.0"
Aug-1978,,"1,583.3","1,092.6",353.6,353.6,74.5,,,"6,044.2",370.6,66.6,,422.1,36.7,"335,466.0",,"16,752.0"
Jul-1978,,"1,416.1",944.5,318.0,319.1,64.0,,,"5,252.9",321.0,57.3,,389.7,33.3,"293,108.0",,"13,587.0"
Jun-1978,,"1,541.5",923.1,361.1,361.1,73.7,,,"5,638.6",319.2,68.8,,410.5,46.7,"317,624.0",,"13,013.0"
May-1978,,"1,656.4",971.7,367.7,367.7,72.7,,,"6,196.1",293.6,67.7,,420.0,47.7,"319,935.0",,"9,259.0"
Apr-1978,,"1,510.2",915.9,343.8,344.9,65.3,,,"6,098.0",294.1,65.5,,412.8,36.6,"271,626.0",,"5,803.0"
Mar-1978,,"1,661.7",999.4,370.2,371.3,67.4,,,"6,658.8",339.2,71.8,,471.0,30.9,"297,334.0",,"6,115.0"
Feb-1978,,"1,556.8",913.3,370.3,371.3,58.0,,,"5,688.9",337.9,64.7,,382.1,19.6,"257,465.0",,"4,203.0"
Jan-1978,,"1,607.1",969.5,416.7,417.8,57.9,,,"5,853.6",335.7,53.3,,419.1,18.5,"276,549.0",,"5,030.0"
Dec-1977,,"1,559.5",934.7,455.4,455.4,65.1,,,"6,058.1",407.3,62.3,,432.7,22.7,"266,227.0",,"9,267.0"
Nov-1977,,"1,545.7",945.6,487.0,487.0,76.4,,,"6,728.7",406.7,62.7,,464.2,31.2,"258,619.0",,"15,668.0"
Oct-1977,,"1,540.0","1,049.8",443.1,443.1,80.2,,,"6,352.0",359.0,60.4,,496.4,48.8,"273,439.0",,"15,905.0"
Sep-1977,,"1,588.1","1,086.4",407.7,407.7,81.8,,,"6,336.9",360.2,65.4,,536.6,51.8,"288,538.0",,"16,157.0"
Aug-1977,,"1,759.3","1,064.1",420.3,420.3,86.0,,,"5,958.3",383.7,67.8,,519.6,58.6,"318,553.0",,"16,694.0"
Jul-1977,,"1,586.8",899.5,372.0,373.1,76.1,,,"4,711.7",344.3,64.7,,432.1,54.0,"277,317.0",,"13,319.0"
Jun-1977,,"1,809.9",957.1,390.4,390.4,80.7,,,"5,512.8",363.0,81.6,,504.9,65.3,"308,558.0",,"12,502.0"
May-1977,,"1,607.7",910.0,353.4,353.4,75.7,,,"5,763.0",306.8,63.7,,438.6,52.9,"292,004.0",,"7,992.0"
Apr-1977,,"1,601.3",916.3,337.8,338.9,70.2,,,"6,309.6",276.7,65.5,,522.1,40.7,"268,582.0",,"5,788.0"
Mar-1977,,"1,710.8","1,025.3",402.9,404.0,74.9,,,"7,117.9",342.0,86.5,,564.6,30.8,"284,924.0",,"6,120.0"
Feb-1977,,"1,491.3",932.5,403.8,404.9,68.4,,,"5,665.3",346.4,84.8,,446.1,27.7,"241,531.0",,"4,314.0"
Jan-1977,,"1,536.4","1,024.4",459.6,460.7,66.1,,,"5,736.0",339.9,51.4,,489.6,23.7,"255,836.0",,"4,524.0"
Dec-1976,,"1,490.4",968.3,488.5,489.6,73.4,,,"6,423.2",408.1,48.5,,526.3,24.8,"255,941.0",,"9,369.0"
Nov-1976,,"1,434.6",974.4,500.5,500.5,81.9,,,"6,994.7",410.1,53.5,,501.8,32.0,"250,371.0",,"16,916.0"
Oct-1976,,"1,573.2","1,058.7",472.8,473.9,81.2,,,"6,792.5",365.3,53.1,,530.6,43.3,"274,062.0",,"16,755.0"
Sep-1976,,"1,658.9","1,052.1",473.6,474.7,89.5,,,"6,239.7",350.6,47.0,,607.7,38.5,"286,929.0",,"17,230.0"
Aug-1976,,"1,707.7","1,024.4",428.6,428.6,86.8,,,"5,831.3",335.3,47.9,,542.3,42.6,"294,594.0",,"17,028.0"
Jul-1976,,"1,652.3",940.4,404.7,404.7,82.2,,,"4,804.4",277.2,49.2,,503.4,43.8,"283,237.0",,"15,308.0"
Jun-1976,,"1,672.8",987.2,412.7,412.7,92.3,,,"5,073.1",277.1,50.4,,472.3,51.1,"301,897.0",,"13,032.0"
May-1976,,"1,496.4",923.7,369.9,369.9,82.7,,,"5,067.2",222.3,44.0,,403.8,43.8,"270,444.0",,"7,838.0"
Apr-1976,,"1,503.4",999.9,382.0,383.1,82.3,,,"5,820.3",219.4,47.0,,546.7,43.1,"270,576.0",,"6,181.0"
Mar-1976,,"1,761.2","1,173.1",398.7,399.8,81.9,,,"6,333.3",231.1,48.1,,563.0,23.7,"278,484.0",,"5,352.0"
Feb-1976,,"1,437.2",989.4,418.2,418.2,73.7,,,"4,888.4",194.5,40.0,,503.4,24.7,"229,959.0",,"4,391.0"
Jan-1976,,"1,492.2","1,070.9",557.0,558.1,82.9,,,"5,382.0",269.0,45.4,,580.2,20.6,"256,278.0",,"4,937.0"
Dec-1975,,"1,364.9",927.1,623.6,624.7,91.2,,,"5,426.7",367.8,44.5,,565.1,41.5,"248,100.0",,"10,094.0"
Nov-1975,,"1,261.6",907.6,601.4,602.5,96.9,,,"4,946.6",307.5,82.9,,467.1,68.7,"204,095.0",,"14,297.0"
Oct-1975,,"1,432.4","1,104.8",666.4,666.4,116.8,,,"5,289.1",303.9,44.0,,649.3,82.5,"269,022.0",,"16,966.0"
Sep-1975,,"1,422.5","1,048.7",547.6,548.7,104.0,,,"5,076.9",344.8,46.1,,717.0,68.4,"252,611.0",,"15,625.0"
Aug-1975,,"1,443.0",902.9,508.8,509.9,102.7,,,"4,508.5",319.8,54.9,,591.5,56.3,"254,662.0",,"14,435.0"
Jul-1975,,"1,468.3",817.0,502.8,503.9,109.2,,,"4,565.0",338.4,52.1,,613.4,44.6,"266,582.0",,"13,913.0"
Jun-1975,,"1,436.7",786.9,433.1,434.2,102.5,,,"5,003.7",329.9,52.0,,576.9,59.0,"252,779.0",,"10,235.0"
May-1975,,"1,506.7",755.5,396.5,397.7,92.8,,,"5,362.3",273.2,56.1,,581.6,55.9,"253,570.0",,"6,218.0"
Apr-1975,,"1,585.4",785.1,378.7,379.8,78.8,,,"6,339.9",334.4,56.1,,614.5,37.5,"249,141.0",,"5,344.0"
Mar-1975,,"1,609.4",776.1,338.1,339.3,69.8,,,"5,788.2",260.1,56.3,,651.0,24.0,"225,287.0",,"4,363.0"
Feb-1975,,"1,568.3",777.1,336.4,336.4,65.5,,,"5,576.5",262.6,52.1,,567.9,18.5,"209,653.0",,"3,642.0"
Jan-1975,,"1,711.3",854.4,438.3,438.3,73.6,,,"6,343.0",368.6,52.2,,660.0,22.7,"236,277.0",,"4,313.0"
Dec-1974,,"1,563.6",773.6,413.5,413.5,70.2,,,"6,131.8",483.1,57.7,,580.6,36.3,"212,266.0",,"7,566.0"
Nov-1974,,"1,570.3",786.6,423.0,423.0,75.0,,,"6,191.4",538.7,59.4,,595.2,41.6,"191,208.0",,"13,678.0"
Oct-1974,,"1,774.6",896.2,423.0,424.1,87.1,,,"6,801.2",569.2,60.3,,814.6,64.0,"247,374.0",,"16,772.0"
Sep-1974,,"1,597.9",760.3,325.8,325.8,78.7,,,"6,201.2",613.9,65.4,,795.2,74.4,"224,750.0",,"14,919.0"
Aug-1974,,"1,613.1",801.3,335.1,335.1,84.9,,,"5,995.3",662.0,71.9,,727.9,78.9,"264,213.0",,"16,748.0"
Jul-1974,,"1,684.0",750.5,296.0,296.0,78.1,,,"5,501.0",530.5,63.9,,692.3,44.4,"266,698.0",,"15,377.0"
Jun-1974,,"1,712.2",668.2,211.1,211.1,63.4,,,"5,800.4",406.3,61.7,,558.6,42.4,"251,593.0",,"11,882.0"
May-1974,,"1,775.8",719.7,244.6,245.7,64.4,,,"7,008.0",409.0,61.3,,637.4,55.8,"272,328.0",,"8,570.0"
Apr-1974,,"1,710.4",658.6,239.3,240.4,52.7,,,"6,852.8",355.6,59.3,,774.2,42.8,"246,076.0",,"6,139.0"
Mar-1974,,"1,686.7",653.0,242.6,242.6,51.6,,,"6,568.5",314.2,65.6,,739.8,51.3,"239,836.0",,"4,595.0"
Feb-1974,,"1,392.1",570.7,265.5,266.6,52.0,,,"5,575.0",328.9,59.8,,607.3,21.6,"223,653.0",,"4,389.0"
Jan-1974,,"1,600.5",756.8,336.3,336.3,60.9,,,"6,745.9",430.8,60.6,,735.1,34.9,"260,431.0",,"6,131.0"
Dec-1973,,"1,463.3",705.0,272.3,272.3,52.7,,,"5,808.2",417.5,62.2,,581.3,57.4,"214,300.0",,"10,809.0"
Nov-1973,,"1,552.1",756.6,293.6,293.6,59.4,,,"6,441.4",429.8,62.6,,684.3,95.0,"233,144.0",,"16,689.0"
Oct-1973,,"1,661.7",870.0,278.3,279.4,62.7,,,"6,587.2",347.0,61.4,,850.9,100.9,"267,767.0",,"17,597.0"
Sep-1973,,"1,400.7",670.4,239.7,240.8,57.4,,,"5,257.0",344.8,55.0,,730.4,89.4,"224,356.0",,"14,769.0"
Aug-1973,,"1,372.3",700.9,279.2,279.2,65.0,,,"5,395.1",426.2,68.7,,786.5,100.9,"264,676.0",,"16,423.0"
Jul-1973,,"1,445.7",691.3,247.0,248.1,59.5,,,"4,832.0",423.3,72.5,,719.9,114.8,"256,696.0",,"13,359.0"
Jun-1973,,"1,539.3",706.6,244.3,245.3,58.9,,,"5,660.2",334.0,79.8,,664.9,88.0,"256,713.0",,"10,718.0"
May-1973,,"1,680.8",697.2,257.6,258.7,59.2,,,"6,613.4",359.7,70.0,,803.2,81.4,"265,277.0",,"6,330.0"
Apr-1973,,"1,396.3",537.1,214.2,214.2,45.5,,,"6,000.3",304.7,56.3,,696.3,36.1,"224,840.0",,"4,593.0"
Mar-1973,,"1,623.6",674.8,265.3,265.3,55.0,,,"6,633.0",322.6,80.4,,715.1,21.8,"235,691.0",,"3,827.0"
Feb-1973,,"1,501.8",630.7,245.9,245.9,48.5,,"6,089.1","5,711.8",316.6,60.8,,703.5,17.5,"215,842.0",,"3,282.0"
Jan-1973,,"1,685.9",797.8,284.0,284.0,53.0,,"7,099.5","6,600.3",439.4,59.9,,839.0,18.5,"248,255.0",,"4,608.0"
Dec-1972,,"1,595.3",753.4,239.4,239.4,43.9,,,"6,108.5",495.1,65.7,,714.8,65.5,"217,210.0",,"9,904.0"
Nov-1972,,"1,630.9",785.2,261.0,262.1,52.0,,,"6,871.5",535.2,57.7,,796.8,62.2,"228,503.0",,"16,376.0"
Oct-1972,,"1,674.7",937.6,263.8,263.8,57.2,,,"6,975.6",465.9,55.3,,884.1,87.1,"254,816.0",,"17,607.0"
Sep-1972,,"1,623.4",909.8,228.3,228.3,56.8,,,"6,316.6",436.1,59.4,,825.2,68.0,"238,875.0",,"15,858.0"
Aug-1972,,"1,734.7",889.4,265.3,265.3,66.0,,,"6,416.8",465.4,69.4,,799.1,72.6,"278,819.0",,"17,321.0"
Jul-1972,,"1,473.6",744.6,243.8,243.8,57.6,,,"5,223.9",404.5,62.6,,704.1,62.4,"240,117.0",,"13,035.0"
Jun-1972,,"1,734.3",824.5,263.4,263.4,62.2,,,"6,282.5",456.6,74.5,,770.0,72.0,"268,545.0",,"10,969.0"
May-1972,,"1,795.6",774.4,248.1,248.1,56.7,,,"6,888.0",374.4,65.8,,781.4,54.1,"267,762.0",,"5,744.0"
Apr-1972,,"1,591.1",674.0,227.3,227.3,47.0,,,"6,893.8",306.3,60.4,,777.6,43.9,"234,330.0",,"3,453.0"
Mar-1972,,"1,738.4",740.8,255.2,256.3,51.7,,,"7,993.2",353.8,66.9,,901.1,47.3,"249,180.0",,"3,783.0"
Feb-1972,,"1,531.7",709.0,244.3,244.3,48.6,,"6,832.8","6,455.3",323.1,54.4,,799.8,31.1,"226,785.0",,"3,452.0"
Jan-1972,,"1,593.2",732.7,260.5,260.5,47.6,,"7,026.0","6,590.2",379.8,56.0,,843.4,37.4,"231,207.0",,"3,816.0"
Dec-1971,,"1,560.9",714.3,276.4,276.4,47.8,,,"7,632.9",574.4,65.8,,827.0,57.5,"223,249.0",,"9,424.0"
Nov-1971,,"1,569.4",735.8,285.6,285.6,52.6,,,"7,619.2",527.0,75.0,,786.6,72.4,"213,763.0",,"15,175.0"
Oct-1971,,"1,572.2",834.2,276.9,276.9,54.3,,,"7,258.1",463.4,62.8,,883.0,76.2,"234,308.0",,"16,297.0"
Sep-1971,,"1,633.7",903.9,274.2,274.2,59.8,,,"7,388.5",539.6,67.2,,881.7,77.2,"239,038.0",,"15,739.0"
Aug-1971,,"1,597.4",891.2,264.7,264.7,58.8,,,"6,869.9",573.4,73.8,,793.9,63.3,"257,296.0",,"15,124.0"
Jul-1971,,"1,660.5",812.0,269.6,270.7,60.9,,,"6,279.5",456.4,72.2,,748.0,107.0,"241,222.0",,"12,567.0"
Jun-1971,,"1,750.3",798.9,273.5,274.6,63.3,,,"6,935.3",592.6,79.5,,770.5,100.1,"252,451.0",,"9,355.0"
May-1971,,"1,596.8",713.7,256.4,257.6,53.3,,,"7,026.3",458.7,67.5,,724.0,83.7,"227,630.0",,"4,837.0"
Apr-1971,,"1,614.4",704.0,262.7,263.9,48.9,,,"7,986.3",401.7,73.8,,871.1,80.4,"230,347.0",,"3,915.0"
Mar-1971,,"1,722.4",755.9,261.8,263.0,49.0,,,"8,491.9",423.2,77.2,,897.5,58.2,"238,437.0",,"3,674.0"
Feb-1971,,"1,434.9",690.7,228.3,228.3,42.2,,"7,020.9","6,603.7",383.0,34.1,,785.8,47.6,"205,647.0",,"2,397.0"
Jan-1971,,"1,581.2",781.3,259.7,259.7,44.4,,"8,254.0","7,736.0",462.9,55.1,,902.3,34.2,"215,584.0",,"3,240.0"
Dec-1970,,"1,612.4",783.2,267.9,269.0,44.5,,,"8,214.0",559.2,57.5,,835.7,51.3,"212,302.0",,"9,249.0"
Nov-1970,,"1,463.9",735.9,267.1,267.1,44.7,,,"7,501.6",548.7,47.4,,714.0,60.0,"194,231.0",,"15,227.0"
Oct-1970,,"1,607.8",920.2,283.5,283.5,51.4,,,"7,761.6",545.4,50.2,,870.3,94.7,"237,617.0",,"17,455.0"
Sep-1970,,"1,612.3",903.8,260.0,261.2,54.5,,,"7,044.7",550.0,51.1,,866.7,77.9,"237,078.0",,"16,034.0"
Aug-1970,,"1,536.1",793.7,245.7,246.8,50.9,,,"5,984.6",591.4,44.9,,762.8,74.2,"240,721.0",,"14,494.0"
Jul-1970,,"1,591.9",823.1,263.4,264.5,56.8,,,"5,712.6",604.1,47.4,,790.6,85.6,"258,551.0",,"12,421.0"
Jun-1970,,"1,639.6",781.7,244.7,244.7,52.1,,,"5,743.6",472.8,49.6,,790.1,98.3,"259,718.0",,"8,166.0"
May-1970,,"1,617.5",699.5,227.5,227.5,49.8,,,"6,015.3",364.0,44.8,,771.8,69.9,"235,119.0",,"3,670.0"
Apr-1970,,"1,635.3",734.8,244.2,245.3,44.5,,,"6,902.7",352.0,45.9,,917.1,41.4,"243,508.0",,"2,442.0"
Mar-1970,,"1,545.7",771.5,238.1,238.1,42.4,,,"6,705.1",287.4,43.9,,875.5,33.9,"224,624.0",,"2,132.0"
Feb-1970,,"1,442.0",715.0,229.2,230.3,40.1,,,"5,754.1",286.3,47.5,,739.7,34.5,"204,944.0",,"1,662.0"
Jan-1970,,"1,619.7",799.6,286.4,287.5,45.8,,,"6,443.7",345.7,46.5,,867.5,28.3,"221,765.0",,"2,597.0"
Dec-1969,,"1,521.9",809.9,288.7,289.9,43.7,,,"6,561.1",478.3,50.3,,790.8,49.5,"210,012.0",,"8,954.0"
Nov-1969,,"1,366.2",759.0,284.6,285.8,44.0,,,"5,979.7",435.2,51.1,,710.9,67.2,"176,349.0",,"13,861.0"
Oct-1969,,"1,631.0",959.4,338.2,339.4,52.9,,,"7,177.3",544.3,54.8,,878.4,109.3,"232,472.0",,"16,497.0"
Sep-1969,,"1,539.4",916.4,307.8,308.9,56.3,,,"6,640.1",528.5,64.6,,877.0,93.3,"218,945.0",,"14,752.0"
Aug-1969,,"1,492.5",841.2,296.4,297.6,57.2,,,"5,741.0",509.0,38.6,,776.3,74.7,"224,603.0",,"12,927.0"
Jul-1969,,"1,566.1",776.1,302.8,304.0,57.6,,,"5,748.7",540.7,69.8,,807.4,69.3,"226,408.0",,"10,604.0"
Jun-1969,,"1,469.9",727.7,282.3,283.4,53.2,,,"5,632.4",494.8,62.0,,791.5,73.7,"225,345.0",,"6,345.0"
May-1969,,"1,539.8",733.5,259.5,260.7,50.7,,,"6,220.1",414.9,53.1,,815.5,75.8,"220,210.0",,"3,053.0"
Apr-1969,,"1,527.5",722.3,259.8,261.0,41.9,,,"7,110.0",384.8,60.6,,844.7,55.8,"208,555.0",,"1,775.0"
Mar-1969,,"1,483.2",757.3,266.0,266.0,41.8,,,"7,136.4",346.2,47.6,,831.7,35.0,"190,002.0",,"2,090.0"
Feb-1969,,"1,443.0",738.1,263.1,263.1,36.1,,,"6,587.7",364.7,56.1,,774.3,33.6,"175,087.0",,"1,770.0"
Jan-1969,,"1,632.0",835.8,311.4,312.5,41.0,,,"7,191.4",454.8,62.2,,"1,018.3",36.7,"208,298.0",,"2,752.0"
Dec-1968,,"1,450.6",741.7,278.9,278.9,38.7,,,"6,956.8",544.3,52.5,,852.6,35.2,"178,443.0",,"9,622.0"
Nov-1968,,"1,385.1",777.4,314.7,314.7,45.8,,,"6,855.6",534.7,37.3,,823.5,73.0,"165,337.0",,"15,065.0"
Oct-1968,,"1,598.3",929.4,356.3,356.3,56.3,,,"7,822.9",448.3,33.6,,"1,019.3",122.5,"218,958.0",,"17,437.0"
Sep-1968,,"1,484.5",844.1,299.4,299.4,54.0,,,"6,650.4",449.1,28.1,,971.2,77.6,"194,136.0",,"14,254.0"
Aug-1968,,"1,565.5",859.5,307.1,308.3,52.6,,,"6,197.5",498.4,34.0,,934.3,77.3,"219,662.0",,"13,635.0"
Jul-1968,,"1,588.3",814.8,297.4,298.5,55.0,,,"5,612.1",559.5,43.3,,931.3,78.4,"220,169.0",,"9,344.0"
Jun-1968,,"1,508.9",718.5,252.8,254.0,49.4,,,"5,359.4",487.3,29.8,,871.5,63.4,"197,186.0",,"5,162.0"
May-1968,,"1,659.6",780.1,262.0,262.0,48.6,,,"6,744.8",494.7,29.5,,936.0,74.7,"208,927.0",,"3,044.0"
Apr-1968,,"1,499.1",731.2,240.5,240.5,38.5,,,"6,893.5",442.3,36.4,,933.9,46.5,"190,954.0",,"2,149.0"
Mar-1968,,"1,455.8",731.0,247.3,247.3,35.2,,,"6,770.7",328.3,35.5,,858.4,25.5,"179,625.0",,"1,988.0"
Feb-1968,,"1,444.1",745.4,258.6,259.8,32.8,,,"6,246.1",358.8,32.6,,896.9,30.9,"172,697.0",,"2,095.0"
Jan-1968,,"1,582.1",795.2,310.5,311.7,36.5,,,"7,064.7",469.7,37.3,,"1,104.2",46.0,"189,879.0",,"3,629.0"
Dec-1967,,"1,372.9",706.6,291.2,291.2,35.3,,,"6,618.5",499.8,21.1,,898.6,58.4,"167,185.0",,"11,344.0"
Nov-1967,,"1,381.5",726.9,318.9,318.9,39.6,,,"6,940.3",523.8,22.1,,891.7,106.6,"172,456.0",,"17,557.0"
Oct-1967,,"1,511.5",792.7,317.3,317.3,41.7,,,"7,180.6",468.9,31.0,,985.1,134.6,"202,922.0",,"18,495.0"
Sep-1967,,"1,447.3",775.8,287.9,289.1,42.7,,,"6,452.3",525.3,35.6,,"1,050.9",102.3,"195,879.0",,"16,824.0"
Aug-1967,,"1,568.5",789.8,300.3,300.3,45.2,,,"6,076.9",626.4,33.6,,"1,029.9",93.1,"227,392.0",,"16,980.0"
